speed,keyDown,keyUp,keyLeft,keyRight,timestamp,gazePointX,gazePointY,AOIHit,posX,posY,posZ,fixation,saccade,eyesNotFound,movementUnclassified,navigationLeft,navigationRight,navigationForward,eyeMovementType,timeElapsed
0.0,False,False,False,False,1900-01-01 16:26:30.800,852.0,475.0,-1.0,-117.4100341796875,-10.359659194946289,167.4404296875,True,False,False,False,False,False,False,0,0.0
0.0,False,False,False,False,1900-01-01 16:26:30.850,852.0,476.0,-1.0,-117.4100341796875,-10.35965347290039,167.4404296875,True,False,False,False,False,False,False,0,0.05
0.0,False,False,False,False,1900-01-01 16:26:30.850,852.0,476.0,-1.0,-117.4100341796875,-10.359648704528809,167.4404296875,True,False,False,False,False,False,False,0,0.05
0.0,False,False,False,False,1900-01-01 16:26:30.860,853.0,475.0,-1.0,-117.4100341796875,-10.359634399414062,167.4404296875,True,False,False,False,False,False,False,0,0.06
0.0,False,False,False,False,1900-01-01 16:26:30.880,852.0,472.0,-1.0,-117.4100341796875,-10.35963249206543,167.4404296875,True,False,False,False,False,False,False,0,0.08
0.0,False,False,False,False,1900-01-01 16:26:30.900,853.0,475.0,-1.0,-117.4100341796875,-10.35963249206543,167.4404296875,True,False,False,False,False,False,False,0,0.1
0.0,False,False,False,False,1900-01-01 16:26:30.910,852.0,479.0,-1.0,-117.41004180908203,-10.35963249206543,167.4404296875,True,False,False,False,False,False,False,0,0.11
0.0,False,False,False,False,1900-01-01 16:26:30.930,855.0,461.0,-1.0,-117.4100341796875,-10.359633445739746,167.4404296875,False,True,False,False,False,False,False,1,0.13
0.0,False,False,False,False,1900-01-01 16:26:30.950,926.0,326.0,-1.0,-117.4100341796875,-10.359634399414062,167.4404296875,False,True,False,False,False,False,False,1,0.15
0.0,False,False,False,False,1900-01-01 16:26:30.970,954.0,280.0,-1.0,-117.4100341796875,-10.359634399414062,167.4404296875,True,False,False,False,False,False,False,0,0.17
0.0,False,False,False,False,1900-01-01 16:26:30.980,955.0,277.0,-1.0,-117.4100341796875,-10.359636306762695,167.4404296875,True,False,False,False,False,False,False,0,0.18
0.0,False,False,False,False,1900-01-01 16:26:31.000,957.0,277.0,-1.0,-117.4100341796875,-10.359638214111328,167.4404296875,True,False,False,False,False,False,False,0,0.2
0.0,False,False,False,False,1900-01-01 16:26:31.020,955.0,287.0,-1.0,-117.41004180908203,-10.359641075134277,167.4404296875,True,False,False,False,False,False,False,0,0.22
0.0,False,False,False,False,1900-01-01 16:26:31.030,954.0,287.0,-1.0,-117.4100341796875,-10.359643936157227,167.4404296875,True,False,False,False,False,False,False,0,0.23
